234061,327759,327508,327852,327275,328087,327411,327371,327582,328634,328148,327947,328696,327909,327965,327756,328220,327461,327988,91537,91537,91537,91537,91537,91537,91537,327306,327107,327152,326799,327157,327407,327122,327427,327192,323072,326792,324508,328069,327504,326845,326270,324572,323274,321811,319894,318200,314451,317976,305511,307108,305743,301287,298330,294545,291721,288205,284927,281546,278007,274636,271023,266940,262367,259869,255152,250839,246679,241325,237606,232631,228759,223622,218785,215199,210599,206118,200848,196373,191521,186811,181944,176930,172302,167370,162255,157284,152301,147369,142117,137074,131763,126584,121657,116458,111163,105933,100542,95320,90016,84637,79337,74223,68667,63392,58165,52839,47553,42158,37111,31888,26661,21576,17132,12913,8801,5739,386046,385476,252439,277985,10138,7176,12379,17945,19558,24739,30047,35398,40676,46095,51489,56773,62208,67499,72562,78254,83368,88810,94161,99417,104654,109833,115228,120503,125721,130851,135987,141211,146289,151578,156627,161860,166446,171537,176438,181547,186328,191180,195884,200510,205641,210102,214558,218954,223789,228427,232914,237667,242557,246301,250699,255087,259427,262580,271021,271411,274024,277043,283117,284597,288839,292067,295618,298427,301041,304954,307804,309897,313464,310660,319286,319765,323553,322578,324381,326575,327167,326311
2460409.2036806,2460409.2043750403,2460409.20506948,2460409.20576392,2460409.20645836,2460409.2071528,2460409.20784724,2460409.20854168,2460409.20923612,2460409.20993056,2460409.210625,2460409.21131944,2460409.2120138803,2460409.21270832,2460409.21340276,2460409.2140972,2460409.21479164,2460409.21548608,2460409.21618052,2460409.21687496,2460409.2175694,2460409.21826384,2460409.21895828,2460409.2196527203,2460409.22034716,2460409.2210416,2460409.22173604,2460409.22243048,2460409.22312492,2460409.22381936,2460409.2245138,2460409.22520824,2460409.22590268,2460409.22659712,2460409.2272915603,2460409.227986,2460409.22868044,2460409.22937488,2460409.23006932,2460409.23076376,2460409.2314582,2460409.23215264,2460409.23284708,2460409.23354152,2460409.23423596,2460409.2349304003,2460409.23562484,2460409.23631928,2460409.23701372,2460409.23770816,2460409.2384026,2460409.23909704,2460409.23979148,2460409.24048592,2460409.24118036,2460409.2418748,2460409.24256924,2460409.24326368,2460409.2439581202,2460409.24465256,2460409.245347,2460409.24604144,2460409.24673588,2460409.24743032,2460409.24812476,2460409.2488192,2460409.24951364,2460409.25020808,2460409.25090252,2460409.2515969602,2460409.2522914,2460409.25298584,2460409.25368028,2460409.25437472,2460409.25506916,2460409.2557636,2460409.25645804,2460409.25715248,2460409.25784692,2460409.25854136,2460409.2592358002,2460409.25993024,2460409.26062468,2460409.26131912,2460409.26201356,2460409.262708,2460409.26340244,2460409.26409688,2460409.26479132,2460409.26548576,2460409.2661802,2460409.2668746402,2460409.26756908,2460409.26826352,2460409.26895796,2460409.2696524,2460409.27034684,2460409.27104128,2460409.27173572,2460409.27243016,2460409.2731246,2460409.27381904,2460409.2745134803,2460409.27520792,2460409.27590236,2460409.2765968,2460409.27729124,2460409.27798568,2460409.27868012,2460409.27937456,2460409.280069,2460409.28076344,2460409.28145788,2460409.2821523203,2460409.28284676,2460409.2835412,2460409.28423564,2460409.28493008,2460409.28562452,2460409.28631896,2460409.2870134,2460409.28770784,2460409.28840228,2460409.28909672,2460409.2897911603,2460409.2904856,2460409.29118004,2460409.29187448,2460409.29256892,2460409.29326336,2460409.2939578,2460409.29465224,2460409.29534668,2460409.29604112,2460409.29673556,2460409.2974300003,2460409.29812444,2460409.29881888,2460409.29951332,2460409.30020776,2460409.3009022,2460409.30159664,2460409.30229108,2460409.30298552,2460409.30367996,2460409.3043744,2460409.30506884,2460409.30576328,2460409.30645772,2460409.30715216,2460409.3078466,2460409.30854104,2460409.30923548,2460409.30992992,2460409.31062436,2460409.3113188,2460409.31201324,2460409.31270768,2460409.31340212,2460409.3140965602,2460409.314791,2460409.31548544,2460409.31617988,2460409.31687432,2460409.31756876,2460409.3182632,2460409.31895764,2460409.31965208,2460409.32034652,2460409.32104096,2460409.3217354002,2460409.32242984,2460409.32312428,2460409.32381872,2460409.32451316,2460409.3252076,2460409.32590204,2460409.32659648,2460409.32729092,2460409.32798536,2460409.3286798,2460409.3293742402,2460409.33006868,2460409.33076312,2460409.33145756,2460409.332152,2460409.33284644,2460409.33354088,2460409.33423532,2460409.33492976,2460409.3356242,2460409.33631864,2460409.3370130803,2460409.33770752,2460409.33840196,2460409.3390964,2460409.33979084,2460409.34048528,2460409.34117972
