2.460409190277799964e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409190470855683e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409190663911402e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409190856967121e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409191050022840e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409191243078560e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409191436134279e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409191629189998e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409191822245717e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192015301436e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192208357155e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192401412874e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192594468594e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192787524313e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409192980580032e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409193173635751e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409193366691470e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409193559747189e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409193752802908e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409193945858628e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409194138914347e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409194331970066e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409194525025785e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409194718081504e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409194911137223e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409195104192942e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409195297248662e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409195490304381e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409195683360100e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409195876415819e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409196069471538e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409196262527257e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409196455582976e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409196648638695e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409196841694415e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409197034750134e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409197227805853e+06,0.000000000000000000e+00,0.000000000000000000e+00
2.460409197420861572e+06,0.000000000000000000e+00,0.000000000000000000e+00
